ردیف,نام منبع,نوع,بخش صفحه,زیربخش,آدرس وب‌سایت,آدرس RSS/Atom,وضعیت فید,توضیح صفحه,یادداشت اعتبارسنجی
523,NoCamels,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,اقتصاد، کسب‌وکار، بازار و فناوری,https://nocamels.com/,https://nocamels.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,نوآوری، فناوری و استارتاپ‌های اسرائیل به انگلیسی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
524,Geektime,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,اقتصاد، کسب‌وکار، بازار و فناوری,https://www.geektime.co.il/,https://www.geektime.co.il/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,فناوری و استارتاپ به زبان عبری.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
525,IsraelDesks,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,اقتصاد، کسب‌وکار، بازار و فناوری,https://israeldesks.com/,https://israeldesks.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر و تحلیل کسب‌وکار و سرمایه‌گذاری مرتبط با اسرائیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
526,Startup Nation Central — Insights,رسانه/منبع تحلیلی یا پژوهشی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,اقتصاد، کسب‌وکار، بازار و فناوری,https://startupnationcentral.org/,https://startupnationcentral.org/feed/,نامزد متداول / نیازمند راستی‌آزمایی,داده و تحلیل اکوسیستم فناوری؛ رسانه خبری عمومی نیست.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
527,IVC Data & Insights,رسانه/منبع تحلیلی یا پژوهشی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,اقتصاد، کسب‌وکار، بازار و فناوری,https://www.ivc-online.com/,https://ivc-online.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,داده شرکت‌ها، سرمایه‌گذاری و فناوری اسرائیل؛ عمدتاً حرفه‌ای/اشتراکی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
528,Panet,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های عربی‌زبان و جامعه عرب اسرائیل,https://panet.com/,https://panet.com/feed,فید شناخته‌شده / نیازمند آزمون نهایی,پورتال عربی پرمخاطب برای جامعه عرب اسرائیل.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
529,Kul al-Arab / Al-Arab,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های عربی‌زبان و جامعه عرب اسرائیل,https://www.alarab.com/,https://alarab.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,روزنامه و وب‌سایت عربی جامعه عرب اسرائیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
530,Bokra,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های عربی‌زبان و جامعه عرب اسرائیل,https://bokra.net/,https://bokra.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر عربی محلی، جامعه و فرهنگ.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
531,Arab 48,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های عربی‌زبان و جامعه عرب اسرائیل,https://www.arab48.com/,https://www.arab48.com/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبر و تحلیل عربی درباره فلسطینیان داخل اسرائیل و منطقه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
532,Al-Ittihad,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های عربی‌زبان و جامعه عرب اسرائیل,https://alittihad44.com/,https://alittihad44.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,روزنامه تاریخی عربی مرتبط با حزب کمونیست اسرائیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
533,A-Sennara,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های عربی‌زبان و جامعه عرب اسرائیل,https://sonara.net/,https://sonara.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر عربی محلی و اجتماعی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
534,Kikar HaShabbat,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://www.kikar.co.il/,https://www.kikar.co.il/feed,فید شناخته‌شده / نیازمند آزمون نهایی,پورتال خبری بزرگ حریدی به زبان عبری.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
535,B’Hadrei Haredim,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://www.bhol.co.il/,https://www.bhol.co.il/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبر و جامعه حریدی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
536,JDN,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://www.jdn.co.il/,https://www.jdn.co.il/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,خبر حریدی و مذهبی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
537,Kol Hai,شبکه پخش/رسانه,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://www.93fm.co.il/,https://93fm.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,رادیو و خبر برای مخاطبان مذهبی/حریدی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
538,Hamodia,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://hamodia.com/,https://hamodia.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,روزنامه حریدی با نسخه انگلیسی و انتشار بین‌المللی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
539,Yated Ne’eman,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://www.yated.com/,https://yated.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,رسانه حریدی؛ نسخه آنلاین انگلیسی عمدتاً برای مخاطب بین‌المللی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
540,The Jewish Press,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های مذهبی، حریدی و مذهبی-ملی,https://jewishpress.com/,https://jewishpress.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,رسانه انگلیسی‌زبان ارتدوکس و راست‌گرا درباره اسرائیل و جهان یهودی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
541,Vesti Israel,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://www.vesty.co.il/,https://vesty.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر روسی‌زبان از گروه Yedioth.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
542,Newsru.co.il,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://www.newsru.co.il/,https://newsru.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر روسی‌زبان اسرائیل و منطقه.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
543,Cursorinfo,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://cursorinfo.co.il/,https://cursorinfo.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,خبر روسی‌زبان اسرائیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
544,The Jerusalem Post — French,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://fr.jpost.com/,https://www.jpost.com/rss/rssfeedsheadlines.aspx,فید شناخته‌شده / نیازمند آزمون نهایی,نسخه فرانسوی جروزالم پست.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
545,Times of Israel — Français,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://fr.timesofisrael.com/,https://www.timesofisrael.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,نسخه فرانسوی تایمز آو اسرائیل.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
546,Times of Israel — فارسی,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://fa.timesofisrael.com/,https://www.timesofisrael.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,نسخه فارسی تایمز آو اسرائیل؛ میزان به‌روزرسانی را بررسی کنید.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
547,i24NEWS Français,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://www.i24news.tv/fr,https://www.i24news.tv/en/rss,فید شناخته‌شده / نیازمند آزمون نهایی,سرویس فرانسوی i24NEWS.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
548,i24NEWS Arabic,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های روسی، فرانسوی و چندزبانه,https://www.i24news.tv/ar,https://www.i24news.tv/en/rss,فید شناخته‌شده / نیازمند آزمون نهایی,سرویس عربی i24NEWS.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
549,Jewish News Syndicate (JNS),خبرگزاری,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,خبرگزاری‌ها و منابع انگلیسی مرتبط با اسرائیل و جهان یهودی,https://www.jns.org/,https://www.jns.org/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,خبر و تفسیر طرفدار اسرائیل با گرایش محافظه‌کارانه.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
550,All Israel News,خبرگزاری,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,خبرگزاری‌ها و منابع انگلیسی مرتبط با اسرائیل و جهان یهودی,https://allisrael.com/,https://allisrael.com/rss,فید شناخته‌شده / نیازمند آزمون نهایی,خبر اسرائیل برای مخاطبان مسیحی انجیلی و بین‌المللی.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
551,The Forward,خبرگزاری,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,خبرگزاری‌ها و منابع انگلیسی مرتبط با اسرائیل و جهان یهودی,https://forward.com/,https://forward.com/feed/,فید شناخته‌شده / نیازمند آزمون نهایی,رسانه یهودی آمریکایی با پوشش گسترده اسرائیل؛ اسرائیلی نیست اما اثرگذار است.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
552,The Jewish Chronicle,خبرگزاری,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,خبرگزاری‌ها و منابع انگلیسی مرتبط با اسرائیل و جهان یهودی,https://www.thejc.com/,https://thejc.com/feed/,نامزد متداول / نیازمند راستی‌آزمایی,رسانه یهودی بریتانیا با پوشش اسرائیل؛ اسرائیلی نیست اما اثرگذار است.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
553,Shomrim — Center for Media and Democracy,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های تحقیقی، مستقل و ناظر بر رسانه,https://www.shomrim.news/,https://www.shomrim.news/feed,فید شناخته‌شده / نیازمند آزمون نهایی,اتاق خبر تحقیقی غیرانتفاعی اسرائیل.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
554,Shomrim English,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های تحقیقی، مستقل و ناظر بر رسانه,https://www.shomrim.news/english-back/about-eng,https://www.shomrim.news/feed,فید شناخته‌شده / نیازمند آزمون نهایی,معرفی و محتوای انگلیسی شومریم.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
555,The Seventh Eye,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های تحقیقی، مستقل و ناظر بر رسانه,https://www.the7eye.org.il/,https://the7eye.org.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,نقد رسانه، مالکیت و آزادی مطبوعات در اسرائیل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
556,Shakuf,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های تحقیقی، مستقل و ناظر بر رسانه,https://shakuf.co.il/,https://shakuf.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,روزنامه‌نگاری مستقل درباره شفافیت، پارلمان و سیاست عمومی.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
557,The Hottest Place in Hell,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های تحقیقی، مستقل و ناظر بر رسانه,https://www.ha-makom.co.il/,https://ha-makom.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,رسانه مستقل تحقیقی و اجتماعی عبری.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
558,FakeReporter,شبکه پخش/رسانه,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های تحقیقی، مستقل و ناظر بر رسانه,https://fakereporter.net/en/english/,https://fakereporter.net/feed/,نامزد متداول / نیازمند راستی‌آزمایی,پایش اطلاعات نادرست، شبکه‌های هماهنگ و تهدیدهای دیجیتال.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
559,MyNet,شبکه پخش/رسانه,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های محلی و شهری مهم,https://www.mynet.co.il/,https://www.mynet.co.il/Integration/StoryRss2.xml,فید شناخته‌شده / نیازمند آزمون نهایی,شبکه خبر محلی شهرها از گروه Yedioth.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
560,Yedioth Haifa,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های محلی و شهری مهم,https://haifa.mynet.co.il/,https://www.mynet.co.il/Integration/StoryRss2.xml,فید شناخته‌شده / نیازمند آزمون نهایی,خبر محلی حیفا و شمال.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
561,MyNet Jerusalem,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های محلی و شهری مهم,https://jerusalem.mynet.co.il/,https://www.mynet.co.il/Integration/StoryRss2.xml,فید شناخته‌شده / نیازمند آزمون نهایی,خبر محلی اورشلیم/بیت‌المقدس.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
562,Time Out Tel Aviv,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های محلی و شهری مهم,https://timeout.co.il/,https://timeout.co.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,فرهنگ، شهر و سبک زندگی تل‌آویو؛ عبری.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
563,The Jerusalem Post — In Jerusalem,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,رسانه‌های محلی و شهری مهم,https://www.jpost.com/in-jerusalem,https://www.jpost.com/rss/rssfeedsheadlines.aspx,فید شناخته‌شده / نیازمند آزمون نهایی,جامعه و زندگی شهری اورشلیم/بیت‌المقدس.,نشانی شناخته‌شده یا مستند فید؛ به‌علت نبود دسترسی شبکه در محیط اجرا، پاسخ HTTP/XML در این نوبت آزمایش نشد.
564,Israel Government Press Office,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,منابع رسمی که رسانه مستقل محسوب نمی‌شوند,https://www.gov.il/en/departments/government_press_office/govil-landing-page,https://gov.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اطلاعیه‌ها و خدمات رسمی برای خبرنگاران.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
565,Israel Defense Forces,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,منابع رسمی که رسانه مستقل محسوب نمی‌شوند,https://www.idf.il/en/,https://idf.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اطلاعیه‌ها و روایت رسمی ارتش؛ منبع طرف درگیر، نه رسانه مستقل.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
566,Israel Ministry of Foreign Affairs,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,منابع رسمی که رسانه مستقل محسوب نمی‌شوند,https://www.gov.il/en/departments/ministry_of_foreign_affairs,https://gov.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,مواضع و اطلاعیه‌های رسمی دیپلماتیک.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
567,Knesset,رسانه/منبع تحلیلی یا پژوهشی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,منابع رسمی که رسانه مستقل محسوب نمی‌شوند,https://main.knesset.gov.il/EN/Pages/default.aspx,https://main.knesset.gov.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,داده، اسناد و پخش رسمی پارلمان.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
568,Israel Police,رسانه/منبع اطلاعاتی,۱۵) فهرست جامع رسانه‌های مهم و شاخص اسرائیل,منابع رسمی که رسانه مستقل محسوب نمی‌شوند,https://www.gov.il/en/departments/israel_police,https://gov.il/feed/,نامزد متداول / نیازمند راستی‌آزمایی,اطلاعیه‌ها و اطلاعات رسمی پلیس.,به‌علت نبود دسترسی شبکه در زمان تهیه، endpoint متداول /feed/ پیشنهاد شده و باید پیش از استفاده آزمایش شود.
569,باشگاه خبرنگاران جوان (YJC),خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.yjc.ir/,https://www.yjc.ir/fa/rss/allnews,فید شناخته‌شده / نیازمند آزمون نهایی,خبرگزاری وابسته به سازمان صداوسیما؛ خبر عمومی، سیاسی، اقتصادی و اجتماعی.,فید در صفحه رسمی RSS یا یک دایرکتوری RSS معتبر مشاهده شد؛ پاسخ XML باید هنگام بهره‌برداری آزمایش شود.
570,خبرگزاری صدا و سیما,خبرگزاری/شبکه پخش,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.iribnews.ir/,https://www.iribnews.ir/fa/rss/allnews,فید شناخته‌شده / نیازمند آزمون نهایی,خبرگزاری سازمان صداوسیمای جمهوری اسلامی ایران؛ دارای فیدهای موضوعی و استانی.,فید در صفحه رسمی RSS یا یک دایرکتوری RSS معتبر مشاهده شد؛ پاسخ XML باید هنگام بهره‌برداری آزمایش شود.
571,خبرگزاری کار ایران (ایلنا),خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.ilna.ir/,https://www.ilna.ir/feeds/,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,تمرکز بر کار، اقتصاد، سیاست و جامعه.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
572,خبرگزاری برنا,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.bornanews.ir/,https://www.bornanews.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبرگزاری عمومی با شبکه استانی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
573,خبرگزاری آنا,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://ana.ir/,https://ana.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبرگزاری دانشگاه آزاد اسلامی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
574,خبرگزاری پانا,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.pana.ir/,https://www.pana.ir/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,خبرگزاری آموزش‌وپرورش و دانش‌آموزی.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
575,خبرگزاری بین‌المللی قرآن (ایکنا),خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دین و فرهنگ,https://iqna.ir/,https://iqna.ir/fa/rss,فید شناخته‌شده / نیازمند آزمون نهایی,اخبار قرآن، دین، فرهنگ و جهان اسلام.,فید در صفحه رسمی RSS یا یک دایرکتوری RSS معتبر مشاهده شد؛ پاسخ XML باید هنگام بهره‌برداری آزمایش شود.
576,خبرگزاری میزان,خبرگزاری,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,خبرگزاری‌های رسمی و سراسری,https://www.mizanonline.ir/,https://www.mizanonline.ir/fa/rss/allnews,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,رسانه وابسته به قوه قضائیه.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
577,خبرگزاری شبستان,خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دین و فرهنگ,https://shabestan.news/,https://shabestan.news/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,فرهنگ، مساجد و حوزه دین.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
578,خبرگزاری حوزه,خبرگزاری تخصصی,توسعه تکمیلی رسانه‌های داخلی ایران — ۱۷ ژوئیه ۲۰۲۶,دین و فرهنگ,https://www.hawzahnews.com/,https://www.hawzahnews.com/rss,نامزد رسمی/متداول / نیازمند راستی‌آزمایی,اخبار حوزه‌های علمیه و روحانیت.,نشانی بر پایه صفحه RSS، الگوی رسمی سامانه انتشار یا endpoint متداول رسانه ثبت شده است؛ پیش از اتصال عملی پاسخ HTTP/XML را آزمایش کنید.
